date,step,nav,reward,portfolio_return,portfolio_return_net,turnover,cost,w_VEON,w_PRGO,w_M,w_cash
2023-03-16,20,0.88539564596602,0.02371810328767962,0.025641124695539474,0.025641124695539474,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-17,21,0.8641253491972105,-0.025939526879704626,-0.024023493751883507,-0.024023493751883507,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-20,22,0.8739295796146587,0.009436309505012917,0.011345842853188515,0.011345842853188515,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-21,23,0.8817730008418518,0.007082777891827092,0.008974889293313026,0.008974889293313026,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-22,24,0.8660717360080142,-0.019675592822583167,-0.01780647039413452,-0.01780647039413452,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-23,25,0.8720434265557966,0.005046974186954565,0.006895145401358604,0.006895145401358604,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-24,26,0.8657153675318628,-0.009069262712368494,-0.0072565870359539986,-0.0072565870359539986,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-27,27,0.867216963782381,-4.932231366408697e-05,0.0017345149535685778,0.0017345149535685778,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-28,28,0.8739770375148082,0.006027165568520117,0.007795135490596294,0.007795135490596294,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-29,29,0.8824874165829468,0.007980609933204636,0.009737531654536724,0.009737531654536724,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-30,30,0.8829256826393155,-0.001232774782365836,0.0004966258420608938,0.0004966258420608938,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-31,31,0.8960052208678551,0.013181417642447079,0.01481386087834835,0.01481386087834835,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-03,32,0.9216653268400967,0.02691454127863366,0.028638344258069992,0.028638344258069992,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-04,33,0.924911431087643,0.001804786577952544,0.003521998878568411,0.003521998878568411,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-05,34,0.9200959665556208,-0.006922204268509174,-0.005206406116485596,-0.005206406116485596,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-06,35,0.9224103535125875,0.0008199531715397546,0.0025153756141662598,0.0025153756141662598,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-10,36,0.9243760513595447,0.00044504771246953244,0.002131044864654541,0.002131044864654541,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-11,37,0.9225642747078383,-0.0036453760903080723,-0.001959999557584524,-0.001959999557584524,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-12,38,0.9129347087570939,-0.01209803865936584,-0.010437826626002789,-0.010437826626002789,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-13,39,0.9200203229714008,0.006108107973966121,0.007761359214782715,0.007761359214782715,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-14,40,0.9247733435216648,0.0036199092892290645,0.005166212562471628,0.005166212562471628,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-17,41,0.9410457714283214,0.016009756892376287,0.017596125602722168,0.017596125602722168,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-18,42,0.9518941437973488,0.009988201040425524,0.011527996510267258,0.011527996510267258,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-19,43,0.9436455970937113,-0.010211151136071645,-0.008665403351187706,-0.008665403351187706,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-20,44,0.9353992327204521,-0.01028920550867243,-0.008738836273550987,-0.008738836273550987,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-21,45,0.9322590108622644,-0.004788306415786862,-0.0033570926170796156,-0.0033570926170796156,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-24,46,0.922411006635603,-0.01185116545232079,-0.010563592426478863,-0.010563592426478863,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-25,47,0.9069640512658735,-0.01793856882974079,-0.01674628257751465,-0.01674628257751465,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-26,48,0.9009522997540884,-0.007828718599170543,-0.006628434173762798,-0.006628434173762798,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-27,49,0.9153457447214022,0.014753439299077187,0.015975812450051308,0.015975812450051308,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-04-28,50,0.9231922905556063,0.007423574159196771,0.008572220802307129,0.008572220802307129,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-01,51,0.9107434324292588,-0.014569072899493662,-0.013484577648341656,-0.013484577648341656,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-02,52,0.8898261695822948,-0.024123704908595275,-0.02296723984181881,-0.02296723984181881,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-03,53,0.8887175742634572,-0.002392359069131993,-0.0012458560522645712,-0.0012458560522645712,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-04,54,0.8784910698241499,-0.012625561680367197,-0.011507035233080387,-0.011507035233080387,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-05,55,0.8806720752004411,0.001369715790787542,0.0024826722219586372,0.0024826722219586372,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-08,56,0.8826764523301063,0.0011717178600729966,0.002275963081046939,0.002275963081046939,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-09,57,0.8699851625541517,-0.01551484477022699,-0.014378190040588379,-0.014378190040588379,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-10,58,0.8701593957536405,-0.0009275432775581397,0.00020027146092616022,0.00020027146092616022,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-11,59,0.8753189453981911,0.004810632686577473,0.005929430481046438,0.005929430481046438,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-12,60,0.8647293242318178,-0.01323682649463031,-0.01209801435470581,-0.01209801435470581,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-15,61,0.870236712271814,0.005258542144816648,0.0063689155504107475,0.0063689155504107475,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-16,62,0.8563990529774285,-0.016898396519760592,-0.015901029109954834,-0.015901029109954834,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-17,63,0.86750310356552,0.011936056840457072,0.012965977191925049,0.012965977191925049,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-18,64,0.8764369734508799,0.00924676057443694,0.010298372246325016,0.010298372246325016,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-19,65,0.8517362064267024,-0.0293347143690888,-0.028183164075016975,-0.028183164075016975,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-22,66,0.8570430786077844,0.0050711790092384185,0.006230652332305908,0.006230652332305908,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-23,67,0.8526373946621072,-0.006300993207830091,-0.005140563007444143,-0.005140563007444143,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-24,68,0.8600943651837436,0.007577701926480234,0.008745769970119,0.008745769970119,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-25,69,0.8355711647092223,-0.029758940697378868,-0.028512220829725266,-0.028512220829725266,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-26,70,0.8423097848294289,0.006810478045182098,0.008064687252044678,0.008064687252044678,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-30,71,0.8215706978205543,-0.025873421211999547,-0.024621685966849327,-0.024621685966849327,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-05-31,72,0.8196990862211863,-0.0034951841663644744,-0.0022780895233154297,-0.0022780895233154297,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-01,73,0.8269888434565478,0.0076536353082248855,0.008893211372196674,0.008893211372196674,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-02,74,0.8635842768567986,0.04273982199337316,0.044251423329114914,0.044251423329114914,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-05,75,0.8644873646754502,-0.0004671349932195883,0.001045743701979518,0.001045743701979518,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-06,76,0.8885406594196351,0.02622543391661604,0.027823766693472862,0.027823766693472862,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-07,77,0.8974815964089115,0.008479160532213382,0.010062496177852154,0.010062496177852154,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-08,78,0.8938104052530993,-0.005671115028414516,-0.004090547561645508,-0.004090547561645508,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-09,79,0.8974543259189893,0.0025224997626795637,0.004076838493347168,0.004076838493347168,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-12,80,0.910482269125688,0.012947013236758518,0.014516552910208702,0.014516552910208702,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-13,81,0.9078531907472276,-0.004438944030799084,-0.0028875668067485094,-0.0028875668067485094,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-14,82,0.9045297415031048,-0.005154459808407242,-0.003660778282210231,-0.003660778282210231,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-15,83,0.9132709543508968,0.00816195752974264,0.009663820266723633,0.009663820266723633,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-16,84,0.920594375736568,0.006530484264901571,0.008018892258405685,0.008018892258405685,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-20,85,0.9029046173626245,-0.02075029557862486,-0.01921558380126953,-0.01921558380126953,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-21,86,0.8906104298464019,-0.015172753853771516,-0.01361626386642456,-0.01361626386642456,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-22,87,0.8811126009159234,-0.012210517671586662,-0.010664403438568115,-0.010664403438568115,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-23,88,0.8685277906527302,-0.01585173714837684,-0.014282862655818462,-0.014282862655818462,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-26,89,0.8764473037241512,0.007544431151628344,0.009118318557739258,0.009118318557739258,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-27,90,0.8808283867762812,0.003439351195211865,0.004998683929443359,0.004998683929443359,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-28,91,0.8780555568668081,-0.004705209984678134,-0.0031479797326028347,-0.0031479797326028347,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-29,92,0.8960408884091379,0.01891608038772645,0.02048313617706299,0.02048313617706299,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-06-30,93,0.9127631373370596,0.017078339161348658,0.01866237260401249,0.01866237260401249,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-03,94,0.9066731412633582,-0.008255098086296575,-0.006672044284641743,-0.006672044284641743,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-05,95,0.8945466538987694,-0.014886687608566943,-0.013374706730246544,-0.013374706730246544,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-06,96,0.8847263530102337,-0.012504430640594779,-0.010977963916957378,-0.010977963916957378,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-07,97,0.8858851607558456,-0.0002121618298696398,0.0013097922783344984,0.0013097922783344984,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-10,98,0.8878084527105929,0.0006551122613789361,0.0021710398141294718,0.0021710398141294718,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-11,99,0.8985012817714704,0.01062089078952964,0.012044072151184082,0.012044072151184082,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-12,100,0.8906871287927038,-0.010130073025352699,-0.008696874603629112,-0.008696874603629112,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-13,101,0.8893913299749237,-0.0028025596657675076,-0.0014548305189236999,-0.0014548305189236999,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-14,102,0.888861069946289,-0.0019421853843430334,-0.0005962055292911828,-0.0005962055292911828,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-17,103,0.8869974015488782,-0.003440525931102589,-0.0020966925658285618,-0.0020966925658285618,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-18,104,0.8887220643422532,0.0008475763853016008,0.0019443831406533718,0.0019443831406533718,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-19,105,0.901037957993122,0.012737210901618057,0.013857981190085411,0.013857981190085411,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-20,106,0.907901662600723,0.00660151776460395,0.0076175532303750515,0.0076175532303750515,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-21,107,0.8888535791802701,-0.0220529685627755,-0.020980337634682655,-0.020980337634682655,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-24,108,0.8960289168548699,0.006992213592218386,0.00807257555425167,0.00807257555425167,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-25,109,0.8897034411111913,-0.008144776443817763,-0.007059454917907715,-0.007059454917907715,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-26,110,0.8980002326888946,0.00825971346982237,0.009325345046818256,0.009325345046818256,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-27,111,0.898823625303235,-0.00014794506112765352,0.0009169180411845446,0.0009169180411845446,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-28,112,0.9022642945567224,0.002762555027468138,0.0038279693108052015,0.0038279693108052015,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-07-31,113,0.9077499284567491,0.005023399740843513,0.00607985258102417,0.00607985258102417,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-01,114,0.8833899331535223,-0.02798353921904987,-0.026835579425096512,-0.026835579425096512,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-02,115,0.8815644841469985,-0.0031654324920775767,-0.002066413639113307,-0.002066413639113307,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-03,116,0.8821529218884033,-0.00040532411638870606,0.0006674925680272281,0.0006674925680272281,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-04,117,0.8894904838138545,0.007252247861642586,0.008317789062857628,0.008317789062857628,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-07,118,0.8862313755985477,-0.004697440118644907,-0.003664016956463456,-0.003664016956463456,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-08,119,0.9099283884614192,0.025613651638282706,0.026739081367850304,0.026739081367850304,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-09,120,0.9021023744093156,-0.00973769554153421,-0.008600692264735699,-0.008600692264735699,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-10,121,0.898282571664447,-0.0053727802018482375,-0.004234333988279104,-0.004234333988279104,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-11,122,0.9036935437377543,0.004940208199643227,0.006023685913532972,0.006023685913532972,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-14,123,0.8962101004626917,-0.009319590463150285,-0.008280952461063862,-0.008280952461063862,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-15,124,0.8871818761685537,-0.01112085697132823,-0.01007378101348877,-0.01007378101348877,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-16,125,0.8721020225983453,-0.018061094956085683,-0.016997477039694786,-0.016997477039694786,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-17,126,0.864989642023072,-0.009211229449137288,-0.00815544556826353,-0.00815544556826353,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-18,127,0.864498815672465,-0.001622568790340118,-0.0005674361018463969,-0.0005674361018463969,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-21,128,0.8556199833262647,-0.011337681814900902,-0.0102704968303442,-0.0102704968303442,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-22,129,0.8171167956776609,-0.0462983232447008,-0.045000337064266205,-0.045000337064266205,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-23,130,0.8195596561873615,0.001691544897479533,0.002989609958603978,0.002989609958603978,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-24,131,0.8065666816964394,-0.01717268261107212,-0.015853604301810265,-0.015853604301810265,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-25,132,0.7974889443824981,-0.012580804939638812,-0.011254788376390934,-0.011254788376390934,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-28,133,0.7920645173387002,-0.008128905812469096,-0.006801883690059185,-0.006801883690059185,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-29,134,0.7944361639284969,0.001665621876591379,0.0029942593537271023,0.0029942593537271023,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-30,135,0.7939030267533251,-0.001960968103780862,-0.000671088753733784,-0.000671088753733784,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-08-31,136,0.797473186496159,0.0032153737462167083,0.0044969720765948296,0.0044969720765948296,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-01,137,0.7946992650930695,-0.004721674598619624,-0.003478388302028179,-0.003478388302028179,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-05,138,0.7833831683717319,-0.015477147501934926,-0.014239470474421978,-0.014239470474421978,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-06,139,0.7764830695885886,-0.010047407069519922,-0.00880807638168335,-0.00880807638168335,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-07,140,0.7698195727112112,-0.009796061745273147,-0.00858163833618164,-0.00858163833618164,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-08,141,0.7787234306841588,0.01031968684165118,0.011566162109375,0.011566162109375,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-11,142,0.7693749709202007,-0.013247653193205536,-0.012004852294921875,-0.012004852294921875,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-12,143,0.7705909196397718,0.0003486961749864931,0.0015804370632395148,0.0015804370632395148,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-13,144,0.8069056170892571,0.0456353563229476,0.04712577909231186,0.04712577909231186,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-14,145,0.8091400136208898,0.0012752411802047327,0.002769092796370387,0.002769092796370387,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-15,146,0.8033350380755154,-0.008668770557631197,-0.007174253463745117,-0.007174253463745117,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-18,147,0.7971291627494077,-0.0092068370148696,-0.007725139614194632,-0.007725139614194632,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-19,148,0.7922989527099201,-0.007541896247332921,-0.0060595073737204075,-0.0060595073737204075,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-20,149,0.793876603863794,0.0006150161573567666,0.001991232158616185,0.001991232158616185,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-21,150,0.7903723677750569,-0.005788131960441538,-0.004414081573486328,-0.004414081573486328,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-22,151,0.7835397260499009,-0.010021094125512244,-0.008644838817417622,-0.008644838817417622,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-25,152,0.7886829754335561,0.00518646093670142,0.006564120762050152,0.006564120762050152,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-26,153,0.7779366317499403,-0.015011634460090064,-0.013625682331621647,-0.013625682331621647,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-27,154,0.7818188922173441,0.0035979348588014194,0.0049904584884643555,0.0049904584884643555,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-28,155,0.7978064650686691,0.0190107318996584,0.0204492025077343,0.0204492025077343,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-09-29,156,0.8056336209307378,0.008358335065193035,0.009810845367610455,0.009810845367610455,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-10-02,157,0.8111302059246323,0.0053612717973077146,0.006822685711085796,0.006822685711085796,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-10-03,158,0.7983919298106452,-0.017179193278829837,-0.015704354271292686,-0.015704354271292686,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-10-04,159,0.7759818661809613,-0.029404803476338733,-0.02806900069117546,-0.02806900069117546,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-10-05,160,0.7828375257560516,0.007488198430857977,0.008834819309413433,0.008834819309413433,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-10-06,161,0.7688894281940111,-0.019171428835772674,-0.017817359417676926,-0.017817359417676926,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
