date,step,nav,reward,portfolio_return,portfolio_return_net,turnover,cost,w_NVDA,w_AAPL,w_TSLA,w_GS,w_BAC,w_XOM,w_WMT,w_KO,w_UNH,w_MCD,w_cash
2023-02-16,1,0.9816427877545357,-0.018357212245464324,-0.018057212233543396,-0.018357212245464324,0.30000001192092896,0.00030000001192092895,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.0
2023-02-17,2,0.9809893145742965,-0.001550269395764917,0.0007343066390603781,-0.0006656934563070535,1.4000000953674316,0.0014000000953674316,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.699999988079071
2023-02-21,3,0.9661410446385912,-0.015905399692910153,-0.013736016117036343,-0.015136015973985196,1.3999998569488525,0.0013999998569488527,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.0
2023-02-22,4,0.9629037056181903,-0.004102478996661513,-0.00335079338401556,-0.00335079338401556,0.0,0.0,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.0
2023-02-23,5,0.9815118700662603,0.01799457985005331,0.019925052300095558,0.0193250522762537,0.6000000238418579,0.0006000000238418579,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.0
2023-02-24,6,0.9718989633089371,-0.011030014078240516,-0.009793979115784168,-0.009793979115784168,0.0,0.0,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.0
2023-02-27,7,0.9810941705485451,0.008214556343879562,0.009461073204874992,0.009461073204874992,0.0,0.0,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.0
2023-02-28,8,0.9721232393787244,-0.010329452978306335,-0.009143802337348461,-0.009143802337348461,0.0,0.0,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.0
2023-03-01,9,0.9625562968969207,-0.010976987410531824,-0.009841285645961761,-0.009841285645961761,0.0,0.0,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.0
2023-03-02,10,0.9616529290847322,-0.002020274875765413,-0.0009385090670548379,-0.0009385090670548379,0.0,0.0,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.0
2023-03-03,11,0.9647888786200871,0.00220954550707654,0.0046609994024038315,0.0032609993070364,1.4000000953674316,0.0014000000953674316,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.699999988079071
2023-03-06,12,0.9652770243460462,-0.0005059215433658481,0.0005059611867181957,0.0005059611867181957,0.0,0.0,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.699999988079071
2023-03-07,13,0.960000885586002,-0.0064405387371468895,-0.005465932190418243,-0.005465932190418243,0.0,0.0,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.699999988079071
2023-03-08,14,0.957764443984023,-0.0032689817966223317,-0.000929624424315989,-0.0023296245196834206,1.4000000953674316,0.0014000000953674316,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.0
2023-03-09,15,0.9498602308856049,-0.009169569871826624,-0.006852773483842611,-0.008252773579210042,1.4000000953674316,0.0014000000953674316,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.699999988079071
2023-03-10,16,0.9468741154006828,-0.004031444832153769,-0.0031437419820576906,-0.0031437419820576906,0.0,0.0,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.699999988079071
2023-03-13,17,0.9370503897244079,-0.011251744998520292,-0.008974901400506496,-0.010374901495873928,1.4000000953674316,0.0014000000953674316,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.0
2023-03-14,18,0.9560137286699862,0.01922298414902021,0.020237267017364502,0.020237267017364502,0.0,0.0,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.0
2023-03-15,19,0.9488154081138628,-0.008523254291417154,-0.006929515860974789,-0.007529515884816647,0.6000000238418579,0.0006000000238418579,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.0
2023-03-16,20,0.964573691997118,0.015552227255231654,0.01720837689936161,0.01660837687551975,0.6000000238418579,0.0006000000238418579,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.0
2023-03-17,21,0.9596801431836515,-0.006106405125800121,-0.0036732761655002832,-0.005073276260867714,1.4000000953674316,0.0014000000953674316,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.699999988079071
2023-03-20,22,0.9634956696672071,0.0029590507268784233,0.003975831437855959,0.003975831437855959,0.0,0.0,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.699999988079071
2023-03-21,23,0.9846035321100683,0.020803300494270004,0.02330758422613144,0.021907584130764008,1.4000000953674316,0.0014000000953674316,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.0
2023-03-22,24,0.979445395950824,-0.006323771610502443,-0.003838795004412532,-0.005238795099779963,1.4000000953674316,0.0014000000953674316,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.699999988079071
2023-03-23,25,0.979703742718214,-0.0007994939395366948,0.00026376842288300395,0.00026376842288300395,0.0,0.0,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.699999988079071
2023-03-24,26,0.9805199929274747,-0.00020990637037079994,0.0008331602439284325,0.0008331602439284325,0.0,0.0,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.699999988079071
2023-03-27,27,0.9841176285347532,0.0026422179277443766,0.003669109893962741,0.003669109893962741,0.0,0.0,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.699999988079071
2023-03-28,28,0.9800063667635054,-0.005188256728876229,-0.002777612302452326,-0.004177612159401179,1.3999998569488525,0.0013999998569488527,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.0
2023-03-29,29,0.9891591428290661,0.008329784023611415,0.00933950673788786,0.00933950673788786,0.0,0.0,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.0
2023-03-30,30,0.9927954225923301,0.002680786097845676,0.004276132211089134,0.003676132187247276,0.6000000238418579,0.0006000000238418579,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.0
2023-03-31,31,0.9958793893515239,0.0021686767429113666,0.004506346769630909,0.0031063466742634774,1.4000000953674316,0.0014000000953674316,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.699999988079071
2023-04-03,32,0.9982478984111031,0.0014403343481709837,0.0023783091455698013,0.0023783091455698013,0.0,0.0,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.699999988079071
2023-04-04,33,0.995558040513221,-0.003588416107809812,-0.0026945790741592646,-0.0026945790741592646,0.0,0.0,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.699999988079071
2023-04-05,34,0.9884428999992012,-0.008049493931373627,-0.005746886599808931,-0.0071468866951763625,1.4000000953674316,0.0014000000953674316,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.0
2023-04-06,35,0.9901708316525878,0.0009123698014857819,0.0020481350366026163,0.0017481350246816873,0.30000001192092896,0.00030000001192092895,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.0
2023-04-10,36,0.9906239905623381,-0.00035670932557790397,0.0007576572825200856,0.000457657300401479,0.29999998211860657,0.00029999998211860656,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.0
2023-04-11,37,0.9943857822011195,0.0029971879438087912,0.004097396042197943,0.0037973960600793362,0.29999998211860657,0.00029999998211860656,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.0
2023-04-12,38,0.9881502213904194,-0.007061056600897219,-0.006270766258239746,-0.006270766258239746,0.0,0.0,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.0
2023-04-13,39,0.9994735266944397,0.010669902635201324,0.011759093031287193,0.011459093019366264,0.30000001192092896,0.00030000001192092895,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.0
2023-04-14,40,1.0039036841330558,0.0036424589599414643,0.004432491026818752,0.004432491026818752,0.0,0.0,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.1300000101327896,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.07000000774860382,0.0
2023-04-17,41,1.0083896783263324,0.0036773069757591653,0.004768550395965576,0.004468550384044648,0.30000001192092896,0.00030000001192092895,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.0
2023-04-18,42,1.0080042933652347,-0.0011739564422948942,0.0010178213706240058,-0.00038217860553413623,1.399999976158142,0.001399999976158142,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.699999988079071
2023-04-19,43,1.006603683499923,-0.0021726873364505,-0.0013894879957661033,-0.0013894879957661033,0.0,0.0,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.699999988079071
