date,step,nav,reward,portfolio_return,portfolio_return_net,turnover,cost,w_INTC,w_F,w_AA,w_cash
2023-02-16,1,0.9944530725479126,-0.005546927452087402,-0.005546927452087402,-0.005546927452087402,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-02-17,2,0.9742260681135595,-0.020339827984571457,-0.020339827984571457,-0.020339827984571457,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-02-21,3,0.9467841223924423,-0.02816794440150261,-0.02816794440150261,-0.02816794440150261,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-02-22,4,0.9458722068193687,-0.0009631715947762132,-0.0009631715947762132,-0.0009631715947762132,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-02-23,5,0.9374242074333841,-0.008931438438594341,-0.008931438438594341,-0.008931438438594341,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-02-24,6,0.9169327256279456,-0.021859347820281982,-0.021859347820281982,-0.021859347820281982,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-02-27,7,0.9291081478166905,0.013278424739837646,0.013278424739837646,0.013278424739837646,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-02-28,8,0.9355400315540319,0.0069226427003741264,0.0069226427003741264,0.0069226427003741264,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-01,9,0.9642709700380862,0.03071053884923458,0.03071053884923458,0.03071053884923458,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-02,10,0.9940066352176378,0.028859296627888158,0.03083745762705803,0.03083745762705803,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-03,11,1.0218220326273313,0.02592800730868141,0.027983110398054123,0.027983110398054123,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-06,12,1.0032957437478616,-0.02017672470096944,-0.01813064143061638,-0.01813064143061638,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-07,13,0.9715859560488069,-0.0337493456178276,-0.03160562366247177,-0.03160562366247177,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-08,14,0.9865678115579668,0.013306181171616433,0.015420000068843365,0.015420000068843365,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-09,15,0.9588523577916394,-0.030245892518580387,-0.028092801570892334,-0.028092801570892334,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-10,16,0.9393448953932241,-0.02247327288430165,-0.02034459449350834,-0.02034459449350834,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-13,17,0.9330333498337378,-0.008785454452055487,-0.0067190928384661674,-0.0067190928384661674,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-14,18,0.9418459910040557,0.007414027727053168,0.009445151314139366,0.009445151314139366,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-15,19,0.9066032780626698,-0.039538908720389274,-0.03741876408457756,-0.03741876408457756,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-16,20,0.9357165232074804,0.029893938362018188,0.03211244195699692,0.03211244195699692,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-17,21,0.9059243057696288,-0.034088985459858744,-0.03183893486857414,-0.03183893486857414,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-20,22,0.9048489496110502,-0.003386389210789763,-0.0011870265007019043,-0.0011870265007019043,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-21,23,0.9243821524664246,0.019372433255695282,0.021587252616882324,0.021587252616882324,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-22,24,0.9008980853117765,-0.02761840468519733,-0.025405149906873703,-0.025405149906873703,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-23,25,0.9102108615988814,0.008150314814416684,0.01033721398562193,0.01033721398562193,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
