date,price,prev_pos,action,new_pos,turnover,reward,portfolio_value,trade
2010-02-17,82.96906280517578,0.0,1.0,1.0,1.0,-0.001,0.999,BUY
2010-02-18,83.45819854736328,1.0,1.0,1.0,0.0,0.005895399022847414,1.0048895036238246,HOLD
2010-02-19,83.63127136230469,1.0,1.0,1.0,0.0,0.002073766430839896,1.006973409743143,HOLD
2010-02-22,83.64631652832031,1.0,1.0,1.0,0.0,0.00017989880871027708,1.0071545630599588,HOLD
2010-02-23,82.63044738769531,1.0,1.0,1.0,0.0,-0.012144816108047962,0.9949228560992142,HOLD
2010-02-24,83.39042663574219,1.0,1.0,1.0,0.0,0.009197327308356762,1.0040734872533237,HOLD
2010-02-25,83.2776107788086,1.0,1.0,1.0,0.0,-0.001352863386273384,1.002715112995291,HOLD
2010-02-26,83.33028411865234,1.0,1.0,1.0,0.0,0.0006325030117295682,1.0033493333241672,HOLD
2010-03-01,84.19561004638672,1.0,1.0,1.0,0.0,0.010384291410446167,1.0137684051878821,HOLD
2010-03-02,84.42887878417969,1.0,1.0,1.0,0.0,0.0027705570682883263,1.0165771084084827,HOLD
2010-03-03,84.504150390625,1.0,1.0,1.0,0.0,0.0008915386279113591,1.0174834261688792,HOLD
2010-03-04,84.75999450683594,1.0,1.0,1.0,0.0,0.003027592319995165,1.0205639511756706,HOLD
2010-03-05,85.97148895263672,1.0,1.0,1.0,0.0,0.01429323386400938,1.0351511104030018,HOLD
2010-03-08,85.98652648925781,1.0,1.0,1.0,0.0,0.0001749130606185645,1.035332171851925,HOLD
2010-03-09,86.1295166015625,1.0,1.0,1.0,0.0,0.001662936294451356,1.0370538632973108,HOLD
2010-03-10,86.51327514648438,1.0,1.0,1.0,0.0,0.004455598536878824,1.0416745589732828,HOLD
2010-03-11,86.87447357177734,1.0,1.0,1.0,0.0,0.0041750636883080006,1.0460236165994863,HOLD
2010-03-12,86.88198852539062,1.0,1.0,1.0,0.0,8.650359086459503e-05,1.0461141013984514,HOLD
2010-03-15,86.90457916259766,1.0,1.0,1.0,0.0,0.00026001519290730357,1.0463861069583296,HOLD
2010-03-16,87.59685516357422,1.0,1.0,1.0,0.0,0.007965932600200176,1.0547215481601455,HOLD
2010-03-17,88.11608123779297,1.0,1.0,1.0,0.0,0.005927450954914093,1.060973358407956,HOLD
2010-03-18,88.07093048095703,1.0,1.0,1.0,0.0,-0.0005124008748680353,1.060429714730896,HOLD
2010-03-19,87.62512969970703,1.0,1.0,1.0,0.0,-0.00506183784455061,1.0550619914693853,HOLD
2010-03-22,88.09358978271484,1.0,1.0,1.0,0.0,0.005346184130758047,1.060702547145145,HOLD
2010-03-23,88.71318054199219,1.0,1.0,1.0,0.0,0.007033323869109154,1.0681628116880058,HOLD
2010-03-24,88.28247833251953,1.0,1.0,1.0,0.0,-0.0048549966886639595,1.0629768847743064,HOLD
2010-03-25,88.13892364501953,1.0,1.0,1.0,0.0,-0.0016260836273431778,1.0612483954657306,HOLD
2010-03-26,88.08604431152344,1.0,1.0,1.0,0.0,-0.0005999543936923146,1.060611694828072,HOLD
2010-03-29,88.64517211914062,1.0,1.0,1.0,0.0,0.006347518414258957,1.0673439470913715,HOLD
2010-03-30,88.70559692382812,1.0,1.0,1.0,0.0,0.0006816480308771133,1.068071499991175,HOLD
2010-03-31,88.40337371826172,1.0,1.0,1.0,0.0,-0.003407036419957876,1.0644325414915858,HOLD
2010-04-01,89.00785827636719,1.0,1.0,1.0,0.0,0.006837799679487944,1.0717109179826336,HOLD
2010-04-05,89.73321533203125,1.0,1.0,1.0,0.0,0.008149359375238419,1.0804446753996408,HOLD
2010-04-06,89.94477081298828,1.0,1.0,1.0,0.0,0.0023576051462441683,1.082991937326595,HOLD
2010-04-07,89.43097686767578,1.0,1.0,1.0,0.0,-0.0057123270817101,1.0768055331537307,HOLD
2010-04-08,89.74076080322266,1.0,1.0,1.0,0.0,0.0034639444202184677,1.080535527671959,HOLD
2010-04-09,90.33013153076172,1.0,1.0,1.0,0.0,0.0065674809738993645,1.0876319241915668,HOLD
2010-04-12,90.47370910644531,1.0,1.0,1.0,0.0,0.0015894760144874454,1.0893606890476601,HOLD
2010-04-13,90.54169464111328,1.0,1.0,1.0,0.0,0.0007514396565966308,1.0901792778697479,HOLD
2010-04-14,91.56927490234375,1.0,1.0,1.0,0.0,0.011349249631166458,1.1025519946370164,HOLD
2010-04-15,91.64483642578125,1.0,1.0,1.0,0.0,0.0008251842227764428,1.1034618031477814,HOLD
2010-04-16,90.18657684326172,1.0,1.0,1.0,0.0,-0.015912076458334923,1.0859034345672418,HOLD
2010-04-19,90.52658081054688,1.0,1.0,1.0,0.0,0.0037700063548982143,1.089997297416366,HOLD
2010-04-20,91.33503723144531,1.0,1.0,1.0,0.0,0.008930597454309464,1.0997316245058768,HOLD
2010-04-21,91.1688232421875,1.0,1.0,1.0,0.0,-0.001819827244617045,1.0977303029338341,HOLD
2010-04-22,91.44080352783203,1.0,1.0,1.0,0.0,0.0029832597356289625,1.1010051175471565,HOLD
2010-04-23,92.0377426147461,1.0,1.0,1.0,0.0,0.006528147961944342,1.1081926418613621,HOLD
2010-04-26,91.69019317626953,1.0,1.0,1.0,0.0,-0.003776162164285779,1.1040079267364253,HOLD
2010-04-27,89.52165222167969,1.0,1.0,1.0,0.0,-0.023650741204619408,1.0778973209733338,HOLD
2010-04-28,90.20166015625,1.0,1.0,1.0,0.0,0.0075960163958370686,1.086085046696476,HOLD
2010-04-29,91.31995391845703,1.0,1.0,1.0,0.0,0.01239770743995905,1.0995500113603331,HOLD
2010-04-30,89.7710189819336,1.0,1.0,1.0,0.0,-0.016961626708507538,1.080899854520304,HOLD
2010-05-03,90.93457794189453,1.0,1.0,1.0,0.0,0.012961409986019135,1.09490984068857,HOLD
2010-05-04,88.79627227783203,1.0,1.0,1.0,0.0,-0.023514769971370697,1.069163287645388,HOLD
2010-05-05,88.26737976074219,1.0,1.0,1.0,0.0,-0.005956246983259916,1.062795087038738,HOLD
2010-05-06,85.3357162475586,1.0,1.0,1.0,0.0,-0.03321344032883644,1.0274960058335962,HOLD
2010-05-07,84.06633758544922,1.0,1.0,1.0,0.0,-0.01487511582672596,1.0122118837353231,HOLD
2010-05-10,87.7686996459961,1.0,1.0,1.0,0.0,0.04404095932841301,1.0567906661386468,HOLD
2010-05-11,87.51933288574219,1.0,1.0,1.0,0.0,-0.0028411808889359236,1.0537881326944079,HOLD
2010-05-12,88.74339294433594,1.0,1.0,1.0,0.0,0.013986167497932911,1.0685265900256058,HOLD
2010-05-13,87.64020538330078,1.0,1.0,1.0,0.0,-0.012431208044290543,1.0552435136841412,HOLD
2010-05-14,86.05350494384766,1.0,1.0,1.0,0.0,-0.018104709684848785,1.03613863622207,HOLD
2010-05-17,86.09883880615234,1.0,1.0,1.0,0.0,0.0005268101813271642,1.0366844846048981,HOLD
2010-05-18,84.92768096923828,1.0,1.0,1.0,0.0,-0.013602481223642826,1.0225830033682182,HOLD
2010-05-19,84.44412231445312,1.0,1.0,1.0,0.0,-0.005693769548088312,1.0167606514032475,HOLD
2010-05-20,81.25556945800781,1.0,1.0,1.0,0.0,-0.03775932267308235,0.9783684578856189,HOLD
2010-05-21,82.44180297851562,1.0,1.0,1.0,0.0,0.014598796144127846,0.9926514595561358,HOLD
2010-05-24,81.38399505615234,1.0,1.0,1.0,0.0,-0.012830965220928192,0.9799147832020674,HOLD
2010-05-25,81.46713256835938,1.0,1.0,1.0,0.0,0.0010215461952611804,0.9809158114205276,HOLD
2010-05-26,80.97599029541016,1.0,1.0,1.0,0.0,-0.006028716918081045,0.9750021476730035,HOLD
2010-05-27,83.68853759765625,1.0,1.0,1.0,0.0,0.033498167991638184,1.0076629334079619,HOLD
2010-05-28,82.63824462890625,1.0,1.0,1.0,0.0,-0.012550021521747112,0.9950167419070252,HOLD
2010-06-01,81.24800872802734,1.0,1.0,1.0,0.0,-0.01682315394282341,0.9782774220822367,HOLD
2010-06-02,83.3636474609375,1.0,1.0,1.0,0.0,0.02603926882147789,1.0037510508578185,HOLD
2010-06-03,83.65076446533203,1.0,1.0,1.0,0.0,0.0034441512543708086,1.0072081212987065,HOLD
2010-06-04,80.71153259277344,1.0,1.0,1.0,0.0,-0.03513693809509277,0.9718179118917591,HOLD
2010-06-07,79.70661163330078,1.0,1.0,1.0,0.0,-0.012450773268938065,0.959718027412102,HOLD
2010-06-08,80.5604248046875,1.0,1.0,1.0,0.0,0.010711949318647385,0.9699984782819326,HOLD
2010-06-09,80.12971496582031,1.0,1.0,1.0,0.0,-0.005346419755369425,0.9648124592549678,HOLD
2010-06-10,82.47203826904297,1.0,1.0,1.0,0.0,0.029231643304228783,0.9930155129193848,HOLD
