date,step,nav,reward,portfolio_return,portfolio_return_net,turnover,cost,w_INTC,w_F,w_AA,w_cash
2023-02-16,1,0.9968005674090237,-0.0031994325909763576,-0.0029994326177984476,-0.0031994325909763576,0.19999997317790985,0.00019999997317790986,0.23333333432674408,0.38333332538604736,0.38333332538604736,0.0
2023-02-17,2,0.9766129644483418,-0.021105047474335878,-0.020252399146556854,-0.020252399146556854,0.0,0.0,0.23333333432674408,0.38333332538604736,0.38333332538604736,0.0
2023-02-21,3,0.96699295878288,-0.010552152933721673,-0.00845037680119276,-0.009850376777350903,1.399999976158142,0.001399999976158142,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.699999988079071
2023-02-22,4,0.9678518864932198,8.895154690719215e-05,0.002288246061652899,0.0008882460854947568,1.399999976158142,0.001399999976158142,0.23333333432674408,0.38333332538604736,0.38333332538604736,0.0
2023-02-23,5,0.9639036356707871,-0.004812203143262994,-0.0026793957222253084,-0.0040793956983834504,1.399999976158142,0.001399999976158142,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.699999988079071
2023-02-24,6,0.9575825382049535,-0.00722733874260476,-0.006557810585945845,-0.006557810585945845,0.0,0.0,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.699999988079071
2023-02-27,7,0.9722355732951267,0.014300673962101348,0.016702111810445786,0.015302111834287643,1.399999976158142,0.001399999976158142,0.23333333432674408,0.38333332538604736,0.38333332538604736,0.0
2023-02-28,8,0.9728935984081306,-0.0002724336451918488,0.002076816512271762,0.0006768165361136199,1.399999976158142,0.001399999976158142,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.699999988079071
2023-03-01,9,0.9818569781931896,0.008234500192626929,0.009213114157319069,0.009213114157319069,0.0,0.0,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.699999988079071
2023-03-02,10,0.9909403697156786,0.008263547044630629,0.009251236915588379,0.009251236915588379,0.0,0.0,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.699999988079071
2023-03-03,11,0.9992592480293483,0.0074163389336723475,0.008394933305680752,0.008394933305680752,0.0,0.0,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.699999988079071
2023-03-06,12,0.9938240431864558,-0.006388066036574338,-0.0054392339661717415,-0.0054392339661717415,0.0,0.0,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.699999988079071
2023-03-07,13,0.9844009386425956,-0.010424361546437937,-0.009481662884354591,-0.009481662884354591,0.0,0.0,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.699999988079071
2023-03-08,14,0.9978764770250004,0.012703411935162001,0.015089075081050396,0.013689075104892253,1.399999976158142,0.001399999976158142,0.23333333432674408,0.38333332538604736,0.38333332538604736,0.0
2023-03-09,15,0.9696437744819338,-0.029476511621804674,-0.02809278294444084,-0.02829278291761875,0.19999997317790985,0.00019999997317790986,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
2023-03-10,16,0.942473028049707,-0.029329389552103048,-0.027821369469165802,-0.02802136944234371,0.19999997317790985,0.00019999997317790986,0.23333333432674408,0.38333332538604736,0.38333332538604736,0.0
2023-03-13,17,0.9392537517603268,-0.0046847496343027884,-0.0020157755352556705,-0.0034157755114138126,1.399999976158142,0.001399999976158142,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.699999988079071
2023-03-14,18,0.9425996186366233,0.002318179310571618,0.004962260834872723,0.0035622608587145806,1.399999976158142,0.001399999976158142,0.23333333432674408,0.38333332538604736,0.38333332538604736,0.0
2023-03-15,19,0.930698688335645,-0.013854700083461319,-0.011225647293031216,-0.012625647269189359,1.399999976158142,0.001399999976158142,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.699999988079071
2023-03-16,20,0.9550681509427595,0.024820544626242093,0.027584051713347435,0.026184051737189292,1.399999976158142,0.001399999976158142,0.23333333432674408,0.38333332538604736,0.38333332538604736,0.0
2023-03-17,21,0.921854926560352,-0.03627636420409131,-0.034775763750076294,-0.034775763750076294,0.0,0.0,0.23333333432674408,0.38333332538604736,0.38333332538604736,0.0
2023-03-20,22,0.92361181073512,0.000434982782394996,0.0019058141624554992,0.0019058141624554992,0.0,0.0,0.23333333432674408,0.38333332538604736,0.38333332538604736,0.0
2023-03-21,23,0.9498664851483722,0.026847139945074646,0.028426092118024826,0.028426092118024826,0.0,0.0,0.23333333432674408,0.38333332538604736,0.38333332538604736,0.0
2023-03-22,24,0.9237673824452258,-0.0291033091517029,-0.02747660130262375,-0.02747660130262375,0.0,0.0,0.23333333432674408,0.38333332538604736,0.38333332538604736,0.0
2023-03-23,25,0.930315708921158,0.0054822593775468815,0.007088718004524708,0.007088718004524708,0.0,0.0,0.23333333432674408,0.38333332538604736,0.38333332538604736,0.0
2023-03-24,26,0.9304571148206171,-0.0014242564856018075,0.0015519977314397693,0.00015199775528162724,1.399999976158142,0.001399999976158142,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.699999988079071
2023-03-27,27,0.928489167145017,-0.0036618543423095106,-0.0007150332094170153,-0.0021150331855751573,1.399999976158142,0.001399999976158142,0.23333333432674408,0.38333332538604736,0.38333332538604736,0.0
2023-03-28,28,0.9291329360415131,-0.0008268442777589497,0.0020933509804308414,0.0006933510042726994,1.399999976158142,0.001399999976158142,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.699999988079071
2023-03-29,29,0.9617579449575328,0.03346947230149501,0.03651339188218117,0.03511339190602303,1.399999976158142,0.001399999976158142,0.23333333432674408,0.38333332538604736,0.38333332538604736,0.0
2023-03-30,30,0.9659925546385848,0.0027835647126150786,0.0058029890060424805,0.0044029890298843384,1.399999976158142,0.001399999976158142,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.699999988079071
