date,price,prev_pos,action,new_pos,turnover,reward,portfolio_value,portfolio_ret,trade
2023-02-14,397.8286437988281,0.0,2.0,1.0,1.0,-0.00105,0.99895,-0.0010499999999999954,BUY
2023-02-15,399.1205139160156,1.0,2.0,1.0,0.0,-0.013768600257172525,0.9851958567730975,-0.013768600257172525,HOLD
2023-02-16,393.62518310546875,1.0,2.0,1.0,0.0,-0.0024984668534094867,0.9827343775808336,-0.0024984668534094867,HOLD
2023-02-17,392.6417236328125,1.0,2.0,1.0,0.0,-0.020060804826083856,0.9630199350363015,-0.020060804826083856,HOLD
2023-02-21,384.7650146484375,1.0,2.0,1.0,0.0,-0.001378174775023444,0.9616927252539897,-0.001378174775023444,HOLD
2023-02-22,384.2347412109375,1.0,2.0,1.0,0.0,0.005319363550787548,0.9668083184837634,0.005319363550787548,HOLD
2023-02-23,386.27862548828125,1.0,2.0,1.0,0.0,-0.010682454415844811,0.956480432692701,-0.010682454415844811,HOLD
2023-02-24,382.1522216796875,1.0,2.0,1.0,0.0,0.0034059064246974025,0.9597381155435064,0.0034059064246974025,HOLD
2023-02-27,383.45379638671875,1.0,2.0,1.0,0.0,-0.0036958971951801534,0.9561910221341616,-0.0036958971951801534,HOLD
2023-02-28,382.0365905761719,1.0,2.0,1.0,0.0,-0.003836059615411447,0.9525230163695337,-0.003836059615411447,HOLD
2023-03-01,380.5710754394531,1.0,2.0,1.0,0.0,0.007777441786262385,0.9599312086794228,0.007777441786262385,HOLD
2023-03-02,383.53094482421875,1.0,2.0,1.0,0.0,0.0160377423047402,0.9753263380345012,0.0160377423047402,HOLD
2023-03-03,389.6819152832031,1.0,2.0,1.0,0.0,0.0006929229216443566,0.9760021640102088,0.0006929229216443566,HOLD
2023-03-06,389.9519348144531,1.0,2.0,1.0,0.0,-0.0153289906945131,0.9610410359202717,-0.0153289906945131,HOLD
2023-03-07,383.974365234375,1.0,2.0,1.0,0.0,0.0016322430836510637,0.9626096885042574,0.0016322430836510637,HOLD
2023-03-08,384.6011047363281,1.0,2.0,1.0,0.0,-0.01844998920461627,0.9448495501430949,-0.01844998920461627,HOLD
2023-03-09,377.5052185058594,1.0,2.0,1.0,0.0,-0.014429319881317015,0.9312160137443617,-0.014429319881317015,HOLD
2023-03-10,372.0580749511719,1.0,2.0,1.0,0.0,-0.001425243727258385,0.92988880396205,-0.001425243727258385,HOLD
2023-03-13,371.5278015136719,1.0,2.0,1.0,0.0,0.016530007705625183,0.9452598730569173,0.016530007705625183,HOLD
2023-03-14,377.6691589355469,1.0,2.0,1.0,0.0,-0.00625423064979469,0.9393479997868237,-0.00625423064979469,HOLD
2023-03-15,375.30712890625,1.0,2.0,1.0,0.0,0.01754528192404914,0.9558291252678752,0.01754528192404914,HOLD
2023-03-16,381.8919982910156,1.0,2.0,1.0,0.0,-0.011692896431366284,0.9446527143000345,-0.011692896431366284,HOLD
2023-03-17,377.42657470703125,1.0,2.0,1.0,0.0,0.009615675389573086,0.9537361881566228,0.009615675389573086,HOLD
2023-03-20,381.0557861328125,1.0,2.0,1.0,0.0,0.013130408068403154,0.9662591334967225,0.013130408068403154,HOLD
2023-03-21,386.0592041015625,1.0,2.0,1.0,0.0,-0.017046354625644633,0.9497879376468693,-0.017046354625644633,HOLD
2023-03-22,379.4783020019531,1.0,2.0,1.0,0.0,0.0027033123719062413,0.9523555111293974,0.0027033123719062413,HOLD
2023-03-23,380.504150390625,1.0,2.0,1.0,0.0,0.006562049860607155,0.9586049154784525,0.006562049860607155,HOLD
2023-03-24,383.00103759765625,1.0,2.0,1.0,0.0,0.0018699336375946896,0.9603974430550692,0.0018699336375946896,HOLD
2023-03-27,383.71722412109375,1.0,2.0,1.0,0.0,-0.002244774506932945,0.9582415673583756,-0.002244774506932945,HOLD
2023-03-28,382.8558654785156,1.0,2.0,1.0,0.0,0.014534864951921467,0.9721694791312472,0.014534864951921467,HOLD
2023-03-29,388.4206237792969,1.0,2.0,1.0,0.0,0.005855386887582137,0.9778619075518599,0.005855386887582137,HOLD
2023-03-30,390.6949768066406,1.0,2.0,1.0,0.0,0.014094662573337358,0.9916445411821233,0.014094662573337358,HOLD
2023-03-31,396.2016906738281,1.0,2.0,1.0,0.0,0.00381044459269253,0.9954231477619437,0.00381044459269253,HOLD
2023-04-03,397.7113952636719,1.0,2.0,1.0,0.0,-0.00554810094713809,0.9899004396530425,-0.00554810094713809,HOLD
2023-04-04,395.5048522949219,1.0,2.0,1.0,0.0,-0.0026183837950021216,0.9873085003831895,-0.0026183837950021216,HOLD
2023-04-05,394.4692687988281,1.0,2.0,1.0,0.0,0.0039009067714768086,0.9911598987978709,0.0039009067714768086,HOLD
2023-04-06,396.008056640625,1.0,2.0,1.0,0.0,0.0010264794713352732,0.9921773040867977,0.0010264794713352732,HOLD
2023-04-10,396.41455078125,1.0,2.0,1.0,0.0,0.0002684432110580115,0.9924436473482456,0.0002684432110580115,HOLD
2023-04-11,396.5209655761719,1.0,2.0,1.0,0.0,-0.0040758245910033075,0.9883986211251986,-0.0040758245910033075,HOLD
2023-04-12,394.9048156738281,1.0,2.0,1.0,0.0,0.013282596514238021,1.0015271212048338,0.013282596514238021,HOLD
2023-04-13,400.1501770019531,1.0,2.0,1.0,0.0,-0.0024427016803765245,0.999080689222924,-0.0024427016803765245,HOLD
2023-04-14,399.1727294921875,1.0,2.0,1.0,0.0,0.0035882775136444334,1.002665667994379,0.0035882775136444334,HOLD
2023-04-17,400.6050720214844,1.0,2.0,1.0,0.0,0.0006521659473999186,1.003319572399672,0.0006521659473999186,HOLD
2023-04-18,400.8663330078125,1.0,2.0,1.0,0.0,-0.00016893038971688146,1.0031500812332959,-0.00016893038971688146,HOLD
2023-04-19,400.7986145019531,1.0,2.0,1.0,0.0,-0.005457091778963918,0.9976757991719306,-0.005457091778963918,HOLD
2023-04-20,398.6114196777344,1.0,2.0,1.0,0.0,0.0007769280244476207,0.9984509214596204,0.0007769280244476207,HOLD
2023-04-21,398.9211120605469,1.0,2.0,1.0,0.0,0.0010431578643783634,0.9994924633905369,0.0010431578643783634,HOLD
2023-04-24,399.3372497558594,1.0,2.0,1.0,0.0,-0.015873697592973857,0.983626822280219,-0.015873697592973857,HOLD
2023-04-25,392.998291015625,1.0,2.0,1.0,0.0,-0.004235749549145518,0.9794604254112181,-0.004235749549145518,HOLD
2023-04-26,391.3336486816406,1.0,2.0,1.0,0.0,0.01990810265221188,0.9989596241040838,0.01990810265221188,HOLD
2023-04-27,399.1243591308594,1.0,2.0,1.0,0.0,0.008535148545625315,1.0074858928868942,0.008535148545625315,HOLD
2023-04-28,402.53094482421875,1.0,2.0,1.0,0.0,-0.0010097698780012765,1.0064685639797457,-0.0010097698780012765,HOLD
2023-05-01,402.1244812011719,1.0,2.0,1.0,0.0,-0.011239210689381274,0.9951566517369383,-0.011239210689381274,HOLD
2023-05-02,397.60491943359375,1.0,2.0,1.0,0.0,-0.006863990762560057,0.9883259056721158,-0.006863990762560057,HOLD
2023-05-03,394.8757629394531,1.0,2.0,1.0,0.0,-0.007082846669550391,0.9813257448226956,-0.007082846669550391,HOLD
2023-05-04,392.07891845703125,1.0,2.0,1.0,0.0,0.01851242430323019,0.9994924633905368,0.01851242430323019,HOLD
